sentiment,review
అమితాబ్ బచ్చన్ ఈ రోజుల్లో ప్రతి ఒక్కరూ ఇలా ఉండాలని కోరుకునే యుగానికి పేరు.,positive
విడుదల కోసం డబ్బు చెల్లింపు స్థితిలో సహారా గ్రూప్ స్వల్ప మార్పు కోరుకుంటుంది.,positive
ఆయుష్ Delhi ిల్లీ నివాసి అని మరియు చిత్రాల ప్రపంచంలోకి అడుగు పెట్టాలని కోరుకుంటున్నామని మేము మీకు చెప్తాము.,positive
లీగ్ నా హృదయానికి చాలా దగ్గరగా ఉంది మరియు రాబోయే కొన్నేళ్లలో ఇది వేగంగా పెరుగుతున్నట్లు చూడాలనుకుంటున్నాను.,positive
రాజస్థాన్‌లో ఆటగాళ్లను బాధపెట్టడానికి మేము అనుమతించలేమని నేను స్పష్టం చేయాలనుకుంటున్నాను.,positive
నా తల్లిదండ్రులపై భారం పడటానికి నేను ఇష్టపడలేదు.,positive
ఈ రోజు లేదా రేపు నేను ఈ పని చేస్తానని చెప్పడం ద్వారా నన్ను ఒత్తిడి చేయటానికి నేను ఇష్టపడను.,positive
జాగ్రత్తగా ఉన్నప్పుడు ప్రజలు వ్యాధిని నివారించాలి.,positive
వారు ఆస్తి కేటాయింపును నిర్వహించాలి మరియు ట్రేడింగ్‌ను నివారించాలి.,positive
వేసవి వ్యాధులను నివారించడానికి కలుషితమైన ఆహారాన్ని తీసుకోవడం మానుకోవాలి.,positive
ముంబై ఇండియన్స్ బృందం ప్రస్తుతం ఏ జట్టు అయినా నివారించాలనుకునే అన్ని సమస్యలను ఎదుర్కొంటోంది.,positive
"అదేవిధంగా, ఆహార పర్ద్రాథాలలో కనీస ఉప్పును తీసుకోవడం ద్వారా మరియు ఒత్తిడికి దూరంగా ఉండటం ద్వారా గుండె జబ్బులను కొంతవరకు నివారించడం సాధ్యపడుతుంది.",positive
కొంతమంది నిపుణులు 'పునరుద్ధరణ' లక్షణాలతో ఉత్పత్తిని ఎంచుకోవడం ద్వారా కస్టమర్లు కవర్ను పూర్తి చేయకుండా ఉండాలని నమ్ముతారు.,positive
"ప్రస్తుతం, ఇప్పటివరకు జట్టు పనితీరును దృష్టిలో ఉంచుకుని బలహీనత లేదు, కానీ జట్టు అనుగుణ్యతను నివారించాలి.",positive
ఉబ్బసంతో బాధపడుతున్న ప్రజలు దానిని మెరుగుపరిచే కారకాలను నివారించాలి మరియు దాని చికిత్స గురించి తమను తాము అవగాహన చేసుకోవాలి.,positive
"మహేంద్ర సింగ్ ధోని రుచికరమైన ఆహారాన్ని ఇష్టపడే వ్యక్తి, కానీ అతను తన ఫిట్‌నెస్‌ను కొనసాగించడానికి ఇవన్నీ నివారించాలి.",positive
"మొదటి చిత్రంతో విజయాన్ని రుచి చూసిన అనుష్క, ఇప్పుడు లైమ్ లైట్ లో నివసించడం నేర్చుకున్నాడు.",positive
అతను చిన్నప్పటి నుండి నా అభిమాన బ్యాట్స్ మాన్ మరియు ఇప్పుడు నేను అతనితో ఆడుకోవడం ద్వారా చాలా నేర్చుకుంటున్నాను.,positive
"వారిలో, విద్యార్థులు ఉత్సాహంగా పాల్గొంటున్నారు మరియు సిలబస్‌తో పాటు అనేక రకాల శైలులను నేర్చుకుంటున్నారు.",positive
"కాజోల్ మాట్లాడుతూ ఇది తన అభ్యాస రోజు అని, వారు వేగంగా విషయాలు పట్టుకుంటారు మరియు ప్రస్తుతం నేర్చుకుంటున్న వారిని ఉంచుతారు.",positive
"ముంబైకి తిరిగి వచ్చిన తరువాత, దీపికా పదుకొనే మాట్లాడుతూ, వైఫల్యాల నుండి పాఠం నేర్చుకోవడం ద్వారా చిత్ర పరిశ్రమలో ఆమె విజయం సాధించిందని చెప్పారు.",positive
మా చాలా బిజీగా ఉన్న జీవితంలో మేము ఆ విషయాల కోసం సమయం కేటాయించడం నేర్చుకున్నారని మేము సంతోషంగా ఉండాలి.,positive
"పాఠశాల ప్రిన్సిపాల్ విజయ్ ప్రకాష్ సింగ్ మాట్లాడుతూ, పిల్లలు సులభంగా నేర్చుకుంటారు మరియు విద్యా పరికరాలు మరియు దృశ్యమాన పరిజ్ఞానంతో మరచిపోరు.",positive
కంప్యూటర్ విద్యకు మెరుగుదల ఉంది.,positive
నేషనల్ హయ్యర్ ఎడ్యుకేషన్ క్యాంపెయిన్ కింద నిధులు ఇవ్వడానికి మధ్యప్రదేశ్ నుండి బార్కటుల్లా విశ్వవిద్యాలయాన్ని ఎంపిక చేశారు.,positive
రుణంపై ఉన్నత విద్యా శాఖను ఇవ్వడానికి ప్రపంచ బ్యాంక్ 3600 కోట్ల ద్వితీయ సమ్మతిని ఇచ్చిందని గమనించాలి.,positive
"సుమారు మూడు గంటల పాటు కొనసాగిన ఈ చర్చలో, విద్యలో నాణ్యతను పెంచడానికి విభాగాల అధిపతులకు అభిప్రాయం తీసుకోబడింది.",positive
అర్జున్ ఇటీవల పేద పిల్లల విద్యలో సహాయపడటానికి 'పి అండ్ జి షిక్షాతో' సంబంధం కలిగి ఉన్నారు.,positive
ఎందుకంటే రణ్‌వీర్ సింగ్ సన్నీ లియోన్ వంటి కండోమ్‌లను ప్రకటన చేయడం మరియు ప్రజలకు సురక్షితమైన సెక్స్ నేర్పుతున్నాడు.,positive
నేషనల్ హయ్యర్ ఎడ్యుకేషన్ క్యాంపెయిన్ కింద రాష్ట్ర ఉన్నత విద్యా విభాగానికి నిధులు సమకూర్చడానికి ముందు ప్రపంచ బ్యాంక్ బృందం సోమవారం భోపాల్ చేరుకుంటుంది.,positive
బిల్లు 60 రోజులకు ఒకసారి వచ్చేది అని ఇక్కడ పేర్కొనడం అవసరం.,positive
మీ రిస్క్ తీసుకునే పరిమితుల గురించి కూడా మీరు మీకు చెప్పాలి.,positive
"ఇది చెప్పడం అవసరం అవుతుంది ఎందుకంటే చెప్పకపోతే, తేడా అర్థం కాలేదు.",positive
అతని వేగవంతమైన మరియు దూకుడు ఇన్నింగ్స్ అతని గురించి చెప్పడం ప్రారంభించాయి.,positive
అతను దేవునికి విధేయత చూపడం ప్రారంభించాడు.,positive
కోర్టు సమయాన్ని వృథా చేయడం అంటే దేశ సమయాన్ని వృథా చేయడం అని కోర్టు అభిప్రాయపడింది.,positive
"గత మ్యాచ్‌లో, Delhi ిల్లీ డేర్‌డెవిల్స్‌ను తక్కువ స్కోరులో ఆపివేయవచ్చని ఆయన అభిప్రాయపడ్డారు.",positive
సంస్కరణ మరియు తదుపరి వ్యాపారంలో కొత్త ప్రభుత్వం సానుకూల పాత్ర పోషిస్తుందని ఆయన అభిప్రాయపడ్డారు.,positive
అలా చేయడం డబుల్ చెల్లింపులు చేయడానికి సమానంగా ఉంటుందని ఇది ఎల్లప్పుడూ నమ్ముతుందని సమూహం చెబుతోంది.,positive
తన ఫోన్ మార్కెట్‌ను సమతుల్యం చేయడానికి ఆపిల్ ఈ చర్య తీసుకున్నట్లు పరిశ్రమ నిపుణులు భావిస్తున్నారు.,positive
రూపాయిని బలోపేతం చేయడానికి ప్రధాన కారణం డాలర్ ధరలలో ఏడు నెలల కనిష్టానికి రావడం అని నిపుణులు భావిస్తున్నారు.,positive
"అవగాహన మరియు ప్రారంభ చికిత్స, గత దశాబ్దంలో వేగంగా పెరుగుతుందని వైద్యులు నమ్ముతారు",positive
జైలులో ఉన్న యువత ఇద్దరూ ఇప్పటికే శిక్షించబడ్డారని కోర్టు అభిప్రాయపడింది.,positive
సంగీత స్వరకర్త కెల్లీ క్లార్క్సన్ తన 32 వ పుట్టినరోజున ప్రత్యేక ప్రతిజ్ఞ కోరింది.,positive
"దర్గా వద్దకు వచ్చిన జరీన్, ఖ్వాజా సాహెబ్‌ను అడుగుతాడు మరియు పూర్తయిన తర్వాత డెగాను పొందుతాడు.",positive
జామీ ఫాక్స్ మంచి మద్దతునిచ్చింది,positive
"రాజస్థాన్ రాయల్స్‌తో జరిగిన చివరి మ్యాచ్‌లో రెండు పరుగుల్లో ఆరు వికెట్లు ఓడిపోయినందున వారిద్దరూ ఫలించలేదు, కానీ ఈ రోజు జరగలేదు.",positive
"విశేషమేమిటంటే, ఇటీవల అయూష్ తన మరియు అర్పిత యొక్క ఫోటోను పోస్ట్ చేసి, 'నేను అర్పితతో ఉన్నప్పుడు, ఒక్క క్షణం కూడా పనికిరానిది కాదు.",positive
"జెఎస్‌పిఎల్ చైర్మన్ నవీన్ జిందాల్ మాట్లాడుతూ, మేము రాయ్‌గడ్ ప్లాంట్‌లో అధిక స్థాయి పనిని కొనసాగించాము.",positive
"నిధులు మరియు చిన్న పెట్టుబడిదారుల కొనుగోలుతో, బొంబాయి స్టాక్ ఎక్స్ఛేంజ్ యొక్క సెన్సెక్స్ 63 పాయింట్లు పెరిగి వారం వరకు పెరిగింది.",positive
ఉన్నత విద్య యొక్క నాణ్యతను మెరుగుపరచడానికి ప్రపంచ బ్యాంక్ బృందం మంగళవారం బార్కతుల్లా విశ్వవిద్యాలయాన్ని సందర్శించింది.,positive
ప్రమాణాలకు అనుగుణంగా అధునాతన యంత్రాలు అవసరం.,positive
టాటా మోటార్స్ గురువారం తన క్రాస్ఓవర్ వాహనం అరియా యొక్క అధునాతన వెర్షన్‌ను ప్రారంభించింది.,positive
"పోటీ మార్కెట్లో అన్ని రంగాలలో దాని ఉత్పాదకత, వ్యాపారం యొక్క సరళీకరణ మరియు ముందస్తు విధానాలను పెంచడం దీని ఉద్దేశ్యం.",positive
ABC తన క్రెడిట్ కార్డ్ సేవలను ముందుకు తీసుకెళ్లడానికి నగరాల్లోని మహిళా వినియోగదారులపై శ్రద్ధ చూపుతోంది.,positive
టీవీఎస్ మోటార్ సైకిల్ సోమవారం తన 110 సిసి మోటార్ సైకిల్ స్టార్ సిటీ మరియు స్టార్ సిటీ ప్లస్ యొక్క కొత్త మరియు అధునాతన సంస్కరణను ప్రవేశపెట్టింది.,positive
"ఇందులో, ఆక్రమణదారులు ఎత్తైనవి.",positive
వరుసగా రెండు విజయాలు నమోదు చేయడం ద్వారా రాయల్స్ తాజాగా పెంచబడతాయి.,positive
కానీ వాట్సన్ యొక్క విధి ఈ రోజున మరింత ఎక్కువగా ఉంది.,positive
రాయల్ ఛాలెంజర్స్ బెంగళూరు యొక్క ఆస్ట్రేలియన్ పేసర్ మిచెల్ స్టార్క్ తాజాగా ఎత్తారు.,positive
"అదే సమయంలో, వరుసగా చివరి నాలుగు మ్యాచ్‌లను గెలిచిన తరువాత, చెన్నై తాజాగా పెంచబడుతుంది.",positive
రాజస్థాన్ జట్టు తమ విజయ ప్రచారాన్ని అధిక ఉత్సాహంతో ముందుకు తీసుకెళ్లాలనుకుంటుంది.,positive
మణిపురి ఇన్స్ట్రుమెంట్ పుగ్‌కోలం యొక్క కళాకారుడి పనితీరు ప్రశంసించబడింది.,positive
దేశంలో దేశీయ అలంకరణ ఉత్పత్తుల మార్కెట్ పెరుగుతోంది.,positive
"బాబిటా అనేది సీరియల్ యొక్క పాత్ర, దీనిపై జెథాలల్ ఎల్లప్పుడూ ఫిడా.",positive
ఇది యునైటెడ్ అరబ్ ఎమిరేట్స్‌లోని తటస్థ ప్రదేశంలో దేశీయ పరీక్షా శ్రేణిని కూడా కలిగి ఉంది.,positive
ఏంజెల్ బ్రోకింగ్‌లో వి శ్రీనివాసన్ వంటి విశ్లేషకులు ఆర్థిక ఫలితాల తర్వాత ఈ స్టాక్‌పై తటస్థ రేటింగ్‌ను సమర్థించారు.,positive
దేశీయ సిరీస్ అంటే పాకిస్తాన్ ఇప్పుడు తటస్థ స్థలంలో భారతదేశానికి ఆతిథ్యం ఇవ్వగలదు,positive
నేను వారి లౌకిక స్వభావం గురించి ప్రమాణం చేయవచ్చు.,positive
"దేశీయ వాయువు కోసం పారదర్శక పద్ధతిలో ధరలను పరిష్కరించడానికి ప్రభుత్వానికి పూర్తి హక్కు ఉంది మరియు అక్షయ, షెల్ లేదా సిబిఎం వంటి దాని వనరులతో సంపూర్ణంగా ఉండాలి.",positive
"ఒక భావజాలం ఉదారవాద, కలుపుకొని మరియు లౌకికమైన కాంగ్రెస్ నుండి",positive
బోర్డులో 25 శాతం మంది మాత్రమే తక్కువ గ్రేడ్ ఉద్యోగులను కలిగి ఉండటం సరైనది కాదు.,positive
"ఐదు శాతం తక్కువ వృద్ధి రేటును ప్రజలు అంగీకరించలేరు, కాని మేము ప్రపంచ పరిస్థితిని కూడా అర్థం చేసుకోవాలి.",positive
అతను చాలా నిజాయితీగల న్యాయమూర్తి అని నాకు తెలుసు.,positive
"నిజాయితీ సంబంధాల గురించి చర్చలు ఉన్నాయి, దీని కారణంగా మానవత్వం నిర్వహించబడుతుంది.",positive
"ప్రజాస్వామ్యాన్ని బలోపేతం చేయడానికి, మంచి మరియు నిజాయితీగల అభ్యర్థిని ఎంచుకోండి.",positive
ఈ చిత్రం పాపపు వ్యక్తులతో పోరాడుతూ సామాన్యులకు నాయకుడిగా మారే నిజాయితీగల వ్యక్తి గురించి.,positive
"నెకా ఎల్లప్పుడూ ఎన్నికలలో పాల్గొనడానికి ప్రజలను ప్రేరేపిస్తుందని, తద్వారా ప్రజలు నిజాయితీ మరియు అర్హత కలిగిన అభ్యర్థులను ఎన్నుకోగలరని ఆయన అన్నారు.",positive
నిజమైన మతం అనేది సైన్స్ పరీక్షలో జీవిస్తుందని రుజువు చేస్తుందని ఆయన అన్నారు.,positive
"అనేక దేశాల ప్రయాణం తరువాత, స్విట్జర్లాండ్‌కు చెందిన నటాలీ చివరకు భారతదేశంలో నిజమైన ప్రేమను కనుగొంది.",positive
"ఉదయం నుండి, పెద్ద సంఖ్యలో డేరా సాచా సౌదా అనుచరులు మరియు మహిళలు రక్తదానం కోసం పంక్తులలో ఉన్నారు.",positive
గొప్ప జట్టు యొక్క నిజమైన పరీక్ష దాని విజయాన్ని కొనసాగించడం,positive
రాజ్‌కుమ్మర్ రావు తన ఉత్తమ నటనతో బాక్స్ ఆర్టిస్ట్ మరియు జాతీయ అవార్డు యొక్క నిజమైన అధికారిగా తనను తాను ఒక ప్రదర్శనగా నిరూపించుకున్నాడు.,positive
ఇబ్బందుల సమయంలో అతని ముందు తన నిజమైన సానుభూతిపరుడైన వ్యక్తి కాంగ్రెస్ అని ప్రజలకు తెలుసు.,positive
S సిరీస్ ఈ కొత్త స్మార్ట్‌ఫోన్ యొక్క కొత్త సిరీస్ వినియోగదారుల అంచనాలకు అనుగుణంగా ఉంటుంది.,positive
"అంతకుముందు, హెచ్‌డిఎఫ్‌సి బ్యాంక్ 10 సంవత్సరాలుగా మార్కెట్ అంచనాలను కొనసాగించింది.",positive
"మీరు కొనుగోలు చేస్తున్న బంగారం, వెండి లేదా వజ్రాల గుర్తింపు చాలా ముఖ్యం.",positive
అన్ని -రౌండర్ యూసాఫ్ పఠాన్ జట్టు మళ్లీ వ్యక్తం చేసిన నమ్మకానికి అనుగుణంగా జీవించాల్సి ఉంటుంది.,positive
"హృతిక్ మరియు సుజాన్ ఇద్దరికీ దగ్గరగా ఉన్న అర్జున్, వారి విడాకులకు అసలు కారణం.",positive
"గురు డ్రోనాచార్య డైరెక్టర్ విజయ్ అరోరా ప్రకారం, విద్యార్థుల నిజమైన పరీక్ష ఇప్పుడు ప్రారంభమవుతుంది.",positive
"హోమ్ మైదానంలో, రోహిత్ శర్మ నేతృత్వంలోని జట్టు వరుసగా ఐదు మ్యాచ్‌ల నిరాశపరిచింది, కింగ్స్ ఎలెవన్ పంజాబ్‌పై ఐదు -వికెట్ల విజయంతో, టేబుల్‌లో అగ్రస్థానంలో ఉంది, టేబుల్‌లోని టేబుల్ పైన ఉన్న పట్టిక.",positive
దీనికి ప్రధాన కారణం చేసిన పనిని అంచనా వేయలేకపోవడం.,positive
"ఇది కాకుండా, జట్టుకు మైక్ హస్సీ వంటి అనుభవజ్ఞుడైన బ్యాట్స్ మాన్ ఉన్నారు, అతను పెద్ద ఇన్నింగ్స్ ఆడగలడు.",positive
అమెజాన్ యొక్క ఈ స్మార్ట్‌ఫోన్ మీకు సదుపాయాన్ని కల్పించగలదని రుజువు చేస్తుందని నివేదిక ప్రకారం నమ్ముతారు.,positive
ఇప్పుడు మీరు చింతించకుండా రక్తాన్ని దానం చేయవచ్చు.,positive
టైగర్ ఈ టాలిస్మాన్ ను అతని కుటుంబానికి దగ్గరగా ఉన్నారని విన్నది.,positive
"సమాచారం అందుకున్న తరువాత, పోలీసులు చురుకుగా ఉన్నారు.",positive
రజనీకాంత్ త్వరలో సోషల్ మైక్రో -బ్లాగింగ్ సైట్ ట్విట్టర్‌లో చురుకుగా ఉంటారు.,positive
బుకీల యొక్క చాలా పెద్ద రాకెట్లు ముంబై మరియు అహ్మదాబాద్‌లో చురుకుగా ఉంటాయని భావిస్తున్నారు.,positive
"వాస్తవానికి, సునిత ఉత్పత్తిలో చురుకుగా ఉంది మరియు దానికి సంబంధించిన అన్ని నిర్ణయాలను తీసుకుంటుంది.",positive
వాలంటీర్ రీకాల్ పాలసీ ప్రవేశపెట్టబడింది మరియు అప్పటి నుండి ఆటోమొబైల్ కంపెనీలు భద్రతా సమస్యలకు సంబంధించి వాహనాలను గుర్తుచేసుకోవడంలో చురుకుగా ఉన్నాయి.,positive
వీరూ యొక్క ఈ సాహసోపేత వైఖరి గురించి నాకు నమ్మకం ఉంది. ',positive
కానీ అతని సరళత మరియు వినయం గురించి నాకు నమ్మకం ఉంది.,positive
పరిశుభ్రమైన రోషన్ డ్యాన్స్ గురించి ప్రజలు అప్పటికే ఒప్పించారు.,positive
డివిలియర్స్ యొక్క ఈ తుఫాను బ్యాటింగ్ అంతా నమ్మకంగా మారింది.,positive
"ఆ అనుభవం నిజంగా మరచిపోలేము, వారి సరళత మరియు వినయం గురించి నాకు నమ్మకం కలిగింది.",positive
"చేతులు వణుకుతూ, జుట్టును వస్త్రధారణ చేయడం ద్వారా ప్రజలు ఒప్పించారు.",positive
మోడీ యొక్క మోడీ యొక్క కొత్త అభివృద్ధిని ప్రోత్సహించేవారు ఒప్పించబడలేదు కాని విదేశీ మూలధన లాభాల యొక్క ప్రత్యక్షతకు వ్యతిరేకం.,positive
"ఎన్‌కౌంటర్‌లో, క్రూక్స్ బుల్లెట్ మరియు సైనికుడి సైనికుడితో గాయపడిన పోలీసు గురించి ప్రతి ఒక్కరూ ఒప్పించబడ్డారు.",positive
మైదానం లోపల మరియు వెలుపల అనేక సవాళ్లను ఎదుర్కొన్న యువి యొక్క పోరాటం గురించి నాకు నమ్మకం ఉంది.,positive
"విమర్శలకు గురైన యువికి, యువి యొక్క ప్రతిభను మరియు అతని ఆట గురించి తనకు ఎప్పుడూ నమ్మకం ఉందని సచిన్ చెప్పాడు.",positive
దక్షిణ భారత చిత్రాల సూపర్ స్టార్ రజనీకాంత్ యొక్క సరళత మరియు వినయం గురించి తనకు నమ్మకం ఉందని బాలీవుడ్ యొక్క డింపుల్ అమ్మాయి దీపికా పదుకొనే చెప్పారు.,positive
నేను మొదట స్ట్రెయిట్ బాయ్ అని నేను పూర్తిగా నమ్ముతున్నాను.,positive
"అయితే, ఈ ర్యాంకింగ్ గురించి నిపుణులు అప్పటికే ఒప్పించారు.",positive
ఈ సమయంలో రంగురంగుల కార్యక్రమాలు ఉన్నతమైనవి అని కూడా హామీ ఇచ్చారు.,positive
ఆర్థిక మంత్రి పి. చిదంబరం దేశంలో ఆర్థిక పరిస్థితిని మెరుగుపరచడంపై చాలా నమ్మకంగా ఉన్నారు.,positive
"ఇది నాకు ఆనందం యొక్క సమయం, నేను ఫైనల్‌లో ఉన్నందున మంచి పనితీరును నేను నమ్ముతున్నాను.",positive
"ఏదేమైనా, ఎన్డిఎ మరియు యుపిఎ యుద్ధం నుండి ఇది ప్రయోజనం పొందబోతోందని జెడియు నమ్మకంగా ఉంది.",positive
"జిందాల్ స్టీల్ అండ్ పవర్ ఛైర్మన్ నవీన్ జిందాల్, టోపీ -ట్రిక్ విజయంలో తన టోపీ -ట్రిక్ విజయం గురించి నమ్మకంగా ఉన్నాడు.",positive
మనమందరం టోర్నమెంట్ గురించి నమ్మకంగా ఉండాలి.,positive
"ఒప్పించిన తరువాత, విద్యార్థి పైకప్పుకు చేరుకున్న తరువాత ఈ సంఘటన గురించి కుటుంబానికి సమాచారం ఇచ్చాడు.",positive
డిఎస్పి బాగపురానా బాల్విందర్ సింగ్ ఏజెంట్ల సమస్యలను చేరుకుని విన్నాడు మరియు వారి డిమాండ్లకు భరోసా ఇవ్వడం ద్వారా జామ్ తెరిచాడు.,positive
ఈ కారణంగా ఈ మార్గం మార్చబడింది.,positive
కన్యాను ఇంటర్ కాలేజీ వేడుకగా మార్చారు.,positive
ఇది బహుళ పరికరాలుగా మార్చడానికి అనుమతిస్తుంది.,positive
దీనిలో తరువాత దీనిని ముద్దలు లేదా క్యాన్సర్‌గా మార్చవచ్చు.,positive
ఇది ఎలక్ట్రోగా మార్చబడుతుంది మరియు అకస్మాత్తుగా ఇది స్పైడర్మన్‌కు వ్యతిరేకంగా ఉంది.,positive
కంపెనీలను అనుభవజ్ఞులైన సమూహాలుగా మార్చడానికి మహీంద్రా ఉదాహరణలు బలంగా ఉన్నాయి.,positive
నియమాలు లేని జీవితం ఒక రాష్ట్రం తర్వాత బరువుగా మారుతుంది మరియు మన స్వంత శరీరాన్ని లోడ్ చేసినట్లు మేము చూస్తాము.,positive
సలహా సంస్థకు ఇచ్చిన బాధ్యత ఈ మైక్రో ఫైనాన్స్ సంస్థను పూర్తి బ్యాంకుగా ఎలా మార్చాలి అనే దాని గురించి ఉంటుంది.,positive
Delhi ిల్లీలోని వికాస్ పచ్చదనాన్ని ఎడారిగా మార్చారు.,positive
"10 సంవత్సరాలలో, ఈ భవనం చాలా వేగంగా నిర్మించబడింది, నగరాన్ని కాంక్రీట్ అడవిగా మార్చారు.",positive
ఈ రోజుల్లో శ్రద్ధా కపూర్ చాలా బిజీగా ఉన్నారు.,positive
ఈ రోజుల్లో అమిత్ జీ ఇతర ప్రాజెక్టులతో బిజీగా ఉన్నారని రూమి జాఫ్రీ చెప్పారు.,positive
"విశేషమేమిటంటే, విద్యా చాలాకాలంగా షూటింగ్‌లో బిజీగా ఉంది మరియు సిద్ధార్థ్ దీనిని సద్వినియోగం చేసుకుంటుంది.",positive
"మా చాలా బిజీగా ఉన్న జీవితంలో, ఆ విషయాల కోసం సమయం కనుగొనడం నేర్చుకున్నామని మేము సంతోషంగా ఉండాలి, అది లేకుండా సమాజం ఉండదు.",positive
"ఒక కుమార్తె పుట్టినప్పటి నుండి అతను ఎంత బిజీగా ఉన్నా, అతను ఖచ్చితంగా కుమార్తెకు సమయం తీసుకుంటానని పేస్ చెప్పారు.",positive
రాబోయే బిజీ క్రికెట్ సెషన్ కోసం జట్టును సిద్ధం చేయడమే నా లక్ష్యం,positive
"తన భర్త రాజ్ కుంద్రా బిజినెస్ మరియు ఐపిఎల్ టీం వర్క్స్‌తో బిజీగా ఉన్న 38 -సంవత్సరాల -పాత నటి, నటనకు బదులుగా తన కుటుంబానికి శ్రద్ధ చూపుతున్నట్లు చెప్పారు.",positive
"అతను చెప్పాడు, నాకు కెప్టెన్సీ ఇచ్చినప్పుడు నేను చాలా బాగున్నాను.",positive
"లక్షి కార్ల తయారీదారు స్కోడా మే 2 నుండి మే 31, 2014 వరకు వేసవి తనిఖీ శిబిరాలను ఏర్పాటు చేస్తోంది.",positive
ఇక్కడ పిచ్‌లు కూడా పెరిగాయి.,positive
షరపోవా యొక్క ప్రియుడు డిమిట్రోకు ఇది గొప్ప రోజు.,positive
టైగర్ అలియాకు ఎదురుగా గొప్ప ఎంపిక అని అతను భావిస్తాడు.,positive
"దాని డంప్కర్లు కూడా భర్తీ చేయబడ్డాయి, తద్వారా రైడ్ నాణ్యత మంచిది.",positive
"అతను చెప్పాడు, కానీ ఏదైనా మంచిగా ఉంటే అది వేగాన్ని ఆకర్షిస్తుంది.",positive
అతను ఫర్హాన్ మరియు షాహిద్ యొక్క మంచి యాంకరింగ్‌ను కూడా ప్రశంసించాడు.,positive
ఐఫోన్ 4 ఎస్ కోసం బైబ్యాక్ ఆఫర్ కూడా మంచి స్పందనను పొందింది.,positive
"స్పా సెక్యూరిటీస్ యొక్క శరద్ అవాస్టి ప్రకారం, పిఎస్‌యు బ్యాంకుల్లో షాపింగ్ యొక్క మంచి కొనుగోళ్లు ఉన్నాయి.",positive
మంచి ఫండ్ నిర్వాహకులు దీర్ఘకాలికంగా మంచి పని చేస్తారు.,positive
లాలూ యాదవ్ సెల్ఫీలను ఉపయోగించాలనే మంచి ఆలోచనను ఉపయోగిస్తారని ఆశించవచ్చు.,positive
"సమాచారం అందుకున్న తరువాత, పోలీసులు చురుకుగా ఉన్నారు.",positive
రజనీకాంత్ త్వరలో సోషల్ మైక్రో -బ్లాగింగ్ సైట్ ట్విట్టర్‌లో చురుకుగా ఉంటారు.,positive
"వాస్తవానికి, సునిత ఉత్పత్తిలో చురుకుగా ఉంది మరియు దానికి సంబంధించిన అన్ని నిర్ణయాలను తీసుకుంటుంది.",positive
"మా మొదటి దశ వ్యవస్థను పరిష్కరించడం, తద్వారా RCA ఉత్తమ సౌకర్యాలను కలిగి ఉంటుంది.",positive
"ఎవరైనా వారి శైలిని ఇష్టపడితే, ఎవరైనా అతని ఎత్తు గురించి పిచ్చిగా ఉంటారు.",positive
చిత్రాలలో తన నటనతో ప్రేక్షకులను వెర్రివాడిగా మార్చిన రజనీ ఇప్పుడు సోషల్ సైట్ ట్విట్టర్‌లో కూడా వచ్చారు.,positive
"నేను నా స్వంత ప్యాంటు లేకుండా క్యాట్‌వాక్‌లో బయటకు వచ్చినప్పుడు, మార్కెట్‌లోని ప్రతి ఒక్కరూ ఈ చర్య గురించి పిచ్చిగా మారారు.",positive
"'క్వీన్', 'రివాల్వర్ రాణి', 'కాంచీ' మరియు 'చక్రవర్తి' చిత్రంతో తన నటనను వెర్రివాడు కంగనా రనౌత్.",positive
సోనాక్షి యొక్క అందమైన నటన బాలీవుడ్‌లో చాలా మందిని వెర్రివాడిగా చేసింది.,positive
రెమో డిసౌజా తన డ్యాన్స్ స్టైల్‌తో ప్రజలను వెర్రివాడిగా మార్చడానికి మరోసారి వస్తోంది.,positive
తన హృదయంతో ప్రజలను వెర్రివాడిగా మార్చడానికి పూనమ్‌కు బాగా తెలుసు.,positive
అర్షద్ వార్సీ తన అద్భుతమైన కామిక్ నటనతో దాదాపు రెండు దశాబ్దాలుగా ప్రేక్షకులను వెర్రివాడిగా మార్చాడు.,positive
"బాబిటా అనేది సీరియల్ యొక్క పాత్ర, దీనిపై జెథాలల్ ఎల్లప్పుడూ ఫిడా.",positive
"చాలా మంది పాల్గొనేవారు ఉన్నారు, వారు నృత్యం ద్వారా పదునైన కథను కూడా ప్రదర్శించారు.",positive
మార్కెట్లు ఎగువ స్థాయిలకు దగ్గరగా ఉంటాయి.,positive
సినిమా నుండి బయలుదేరడానికి అసహ్యకరమైన కారణం లేదు.,positive
కానీ బీహార్ క్రికెట్ అసోసియేషన్ ప్రత్యేక దర్యాప్తు బృందానికి అనుకూలంగా ఉంది.,positive
పొరుగు దేశాలతో సంబంధాలను మెరుగుపర్చడానికి ఎన్డిఎ అనుకూలంగా ఉందని ఆయన అన్నారు.,positive
"బిజెపి యొక్క సాంప్రదాయ ఓటు బ్యాంకుతో పాటు, యువత కూడా మోడీకి అవకాశం ఇవ్వడానికి అనుకూలంగా ఉన్నారు.",positive
వడ్డీ రేట్లు మృదువుగా ఉండటానికి భారతీయ జనతా పార్టీ అనుకూలంగా ఉన్నట్లు తెలుస్తోంది మరియు దీని కోసం ఇది ఖచ్చితంగా రిజర్వ్ బ్యాంక్ ఆఫ్ ఇండియాపై ఒత్తిడి తెస్తుంది.,positive
