review,sentiment
Je ne voulais pas mettre un fardeau sur mes parents.,positive
Je ne veux pas me presser en disant qu'aujourd'hui ou demain je ferai ce travail.,positive
Les gens doivent éviter la maladie tout en faisant attention.,positive
La consommation d'aliments pollués doit être évité pour prévenir les maladies estivales.,positive
L'équipe des Indiens de Mumbai fait actuellement face à tous les problèmes que toute équipe veut éviter.,positive
"De même, il est possible d'éviter les maladies cardiaques dans une certaine mesure en consommant un sel minimum dans les pardrathas alimentaires et en restant à l'écart du stress.",positive
Certains experts pensent que les clients devraient éviter de terminer la couverture en choisissant un produit avec des fonctionnalités de «restauration».,positive
Les personnes souffrant d'asthme devraient éviter les facteurs qui l'améliorent et se renforcent sur son traitement.,positive
"Mahendra Singh Dhoni est une personne qui aime la nourriture délicieuse, mais il doit éviter tout cela pour maintenir sa forme physique.",positive
"Anushka, qui a goûté au succès avec le premier film, a maintenant appris à vivre dans la lumière de la chaux.",positive
Il est mon batteur préféré depuis l'enfance et maintenant j'apprends beaucoup en jouant avec lui.,positive
"Kajol a déclaré que c'était le jour de son apprentissage, ils tiennent les choses rapidement et garderont ceux qui apprendront en ce moment.",positive
"Après son retour à Mumbai, Deepika Padukone a déclaré qu'elle avait réussi dans l'industrie cinématographique en apprenant une leçon des échecs.",positive
"Nous devons être heureux que dans notre vie très bien remplie, nous ayons appris à prendre du temps pour ces choses.",positive
"Le directeur de l'école, Vijay Prakash Singh, a déclaré que les enfants apprennent facilement et ne l'oublient pas avec des équipements éducatifs et des connaissances visuelles.",positive
L'Université de Barkatullah a été sélectionnée dans le Madhya Pradesh pour donner des fonds dans le cadre de la campagne nationale d'enseignement supérieur.,positive
Il convient de noter que la Banque mondiale a donné un consentement secondaire de 3600 crores pour offrir au service de l'enseignement supérieur en prêt.,positive
"Dans cette discussion qui a duré environ trois heures, les chefs de département ont été jugés pour accroître la qualité de l'éducation.",positive
Arjun a récemment été associé à «P&G Shiksha» pour aider à l'éducation des enfants pauvres.,positive
L'équipe de la Banque mondiale atteindra Bhopal lundi avant de financer le département de l'enseignement supérieur de l'État dans le cadre de la campagne nationale d'enseignement supérieur.,positive
Il est nécessaire de mentionner ici que le projet de loi venait une fois en 60 jours.,positive
Vous devez également vous parler de vos limites de prise de risque.,positive
"Il devient nécessaire de le dire car s'il n'est pas dit, ne comprenez pas la différence.",positive
Il a commencé à obéir à Dieu.,positive
Le tribunal estime que perdre du temps en justice signifie perdre le temps du pays.,positive
"Il pense que dans le dernier match, Delhi Daredevils aurait pu être arrêté sur moins de score.",positive
Il estime que le nouveau gouvernement jouera un rôle positif dans la réforme et les affaires.,positive
Les experts de l'industrie estiment qu'Apple a franchi cette étape pour équilibrer le marché de son téléphone.,positive
Les experts estiment que la principale raison du renforcement de la roupie est de venir à un creux de sept mois des prix en dollars.,positive
"Les médecins croient que la sensibilisation et le traitement précoce, augmentant rapidement au cours de la dernière décennie",positive
Le tribunal estime que les deux jeunes en prison ont déjà été punis.,positive
"Zarine, qui vient au Dargah, demande à Khwaja Saheb et obtient le dega à l'achèvement.",positive
Jamie Fox a lié un bon soutien,positive
"Les deux étaient allés en vain en raison de perdre six guichets en deux points lors du dernier match contre les Royals du Rajasthan, mais cela ne s'est pas produit aujourd'hui.",positive
"De manière significative, récemment, Ayush a publié une photo de lui-même et d'Arpita et a écrit que «quand je suis avec Arpita, il n'y a pas un seul moment est inutile.",positive
"Avec l'achat de fonds et de petits investisseurs, le Sensex de la Bourse de Bombay a grimpé de 63 points à un sommet d'une semaine.",positive
L'équipe de la Banque mondiale s'est rendue mardi à l'Université de Barkatullah pour améliorer la qualité de l'enseignement supérieur.,positive
Des machines avancées sont nécessaires pour répondre aux normes.,positive
Tata Motors a lancé jeudi une version avancée de son véhicule croisé Aria.,positive
ABC fait attention aux femmes clients des villes pour faire avancer ses services de carte de crédit.,positive
TVS Motorcycle a présenté lundi une nouvelle version avancée de sa Motorcycle Star City de 110 cm3 et de Star City Plus.,positive
"En cela, les emproacheurs sont élevés.",positive
Les Royals sont fraîchement élevés en enregistrant deux victoires consécutives.,positive
"Le rythme australien de Royal Challengers Bangalore, Mitchell Starc, est fraîchement élevé.",positive
"Dans le même temps, après avoir remporté les quatre derniers matchs consécutifs, Chennai sera fraîchement élevé.",positive
L'équipe du Rajasthan aimerait poursuivre sa campagne de victoire avec high spirits.,positive
La performance de l'artiste de l'instrument de Manipuri Pugcholam a été appréciée.,positive
"Babita est le caractère de la série, sur laquelle Jethalal est toujours Fida.",positive
Il comprend également des séries de tests nationaux dans un endroit neutre aux Émirats arabes unis.,positive
Des analystes comme V Srinivasan dans Angel Broking ont confirmé la note neutre sur ce stock après des résultats financiers.,positive
La série nationale signifie que le Pakistan peut désormais accueillir l'Inde sur le site neutre,positive
"Le gouvernement a le plein droit de fixer les prix de manière transparente pour le gaz domestique et devrait être absolu avec ses sources telles que Akshaya, Shell ou CBM.",positive
"Une idéologie provient du Congrès libéral, inclusif et laïque",positive
Il n'est pas exact que seulement 25% du conseil d'administration comporte des employés de faible teneur.,positive
"Le public n'est pas en mesure d'accepter le faible taux de croissance de cinq pour cent, mais nous devons également comprendre la situation mondiale.",positive
"Il y a des pourparlers de relations honnêtes, en raison de laquelle l'humanité est maintenue.",positive
"Pour renforcer la démocratie, choisissez un bon candidat honnête.",positive
Le film parle d'un homme honnête qui combat des gens pécheurs et devient le leader de l'homme ordinaire.,positive
"Il a dit que Neka a toujours inspiré les gens à participer aux élections, afin que les gens puissent choisir des candidats honnêtes et qualifiés.",positive
"Après le voyage de nombreux pays, Natalie de Suisse a finalement trouvé le véritable amour en Inde.",positive
"À partir du matin, un grand nombre de disciples et de femmes de Dera Sacha Sauda se sont mis en ligne pour le don de sang.",positive
Le véritable test d'une grande équipe est de maintenir son succès,positive
"Rajkummar Rao s'est avéré être une performance, artiste hors boîte et véritable officier du National Award avec sa meilleure performance.",positive
La série S de cette nouvelle série de la nouvelle smartphone sera à la hauteur des attentes des utilisateurs.,positive
"Plus tôt, la banque HDFC a continué à répondre aux attentes du marché pendant 10 ans.",positive
"L'identité de l'or, de l'argent ou du diamant que vous achetez est très importante.",positive
La finale de tous Yusaf Pathan devra être à la hauteur de la confiance que l'équipe a exprimée à nouveau.,positive
"Selon Vijay Arora, directeur de Guru Dronacharya, le véritable test des étudiants va maintenant commencer.",positive
"Sur le terrain à domicile, l'équipe de Rohit Sharma a brisé le rythme décevant de cinq matchs consécutifs avec une victoire de cinq coups de pied sur Kings Xi Punjab, qui est en haut de la table, la table sur le dessus de la table.",positive
La raison principale de cela est de ne pas être en mesure d'évaluer le travail effectué.,positive
"En dehors de cela, l'équipe a un batteur vétéran comme Mike Hussey qui est capable de jouer une grande manche.",positive
Vous pouvez maintenant donner du sang sans vous soucier.,positive
Il a été entendu que Tiger a reçu ce talisman par un membre proche de sa famille.,positive
"Après avoir reçu les informations, la police est devenue active.",positive
Rajinikanth sera bientôt actif sur le site de micro-blogging social Twitter.,positive
"En fait, Sunita est active en production et prend toutes les décisions qui y sont elle-même.",positive
"La politique de rappel des bénévoles a été introduite et depuis lors, les entreprises automobiles ont été actives dans le rappel des véhicules concernant les problèmes de sécurité.",positive
Je suis convaincu de cette attitude aventureuse de Veeru.,positive
Mais je suis convaincu de sa simplicité et de son humilité.,positive
Tous ces frappeurs orageux de De Villiers sont devenus convaincants.,positive
"Cette expérience ne peut pas vraiment oublier, je suis devenu convaincu de leur simplicité et de leur humilité.",positive
Les gens étaient convaincus en serrant les mains et en toiletant les cheveux.,positive
Le promoteur du nouveau développement du Modi du Modi n'est pas convaincu mais opposé à la franchise des gains de capital étranger.,positive
J'ai été convaincu du combat de Yuvi qui a été confronté à de nombreux défis à l'intérieur et à l'extérieur du terrain.,positive
"Pour Yuvi, qui est victime de critiques, Sachin a déclaré qu'il avait toujours été convaincu du talent de Yuvi et de son jeu.",positive
"La fille de Bollywood, Deepika Padukone, dit qu'elle est devenue convaincue de la simplicité et de l'humilité de Rajinikanth, la superstar des films du sud de l'Inde.",positive
Comme si j'étais complètement convaincu que j'étais un garçon hétéro au début.,positive
A également assuré que les programmes colorés de cette époque seraient supérieurs.,positive
Le ministre des Finances P. Chidambaram est très confiant d'améliorer la situation économique dans le pays.,positive
"C'était une période de bonheur pour moi, j'étais convaincu d'une meilleure performance parce que j'étais en finale.",positive
"Cependant, JDU est convaincu que cela va bénéficier de la bataille de NDA et UPA.",positive
Nous devrions tous avoir confiance en le tournoi.,positive
"Après avoir été convaincu, l'étudiant a informé la famille de l'incident après avoir atteint le toit.",positive
DSP Baghapurana Balwinder Singh a atteint et a entendu les problèmes des agents et a ouvert la confiture en leur assurant leurs demandes.,positive
"Pour cette raison, cette route a été convertie.",positive
Cela permet d'être converti en plusieurs appareils.,positive
Dans lequel il peut être converti plus tard en grumeaux ou cancer.,positive
Il est converti en électro et soudain il est contre Spiderman.,positive
Les exemples de Mahindra restent plus forts pour convertir les entreprises en groupes de vétérans.,positive
La responsabilité accordée au cabinet de conseil consistera à convertir cette institution de micro-finances en banque complète.,positive
Vikas à Delhi a converti la verdure dans le désert.,positive
"En 10 ans, le bâtiment a été construit si rapidement que la ville se transforme en forêt en béton.",positive
Shraddha Kapoor est très occupée à tourner des films ces jours-ci.,positive
"De manière significative, Vidya est occupée à tirer depuis longtemps et Siddharth en profite.",positive
"Nous devons être heureux que dans notre vie très bien remplie, nous avons appris à trouver du temps pour ces choses, sans lesquelles la société ne peut rester.",positive
"Paes dit que peu importe à quel point il est occupé depuis la naissance d'une fille, il prend définitivement du temps pour la fille.",positive
Mon objectif est de préparer l'équipe à la prochaine séance de cricket occupée,positive
"Il a dit, j'étais très bon quand on m'a donné le capitaine.",positive
Le fabricant de voitures Lakshi Skoda installe des camps de contrôle d'été du 2 au 31 mai 2014.,positive
Les emplacements ici ont également augmenté.,positive
Ce fut une excellente journée pour le petit ami de Sharapova Dimitro.,positive
Ses vidanges ont également été remplacées afin que la qualité de conduite soit bonne.,positive
"Il a dit cela, mais si quelque chose est bon, cela prendra de la vitesse.",positive
Il a également félicité le bon ancrage de Farhan et Shahid.,positive
L'offre de rachat pour l'iPhone 4S a également reçu une bonne réponse.,positive
Les bons gestionnaires de fonds fonctionnent bien à long terme.,positive
Lalu Yadav peut utiliser une meilleure idée d'utiliser des selfies.,positive
"Après avoir reçu les informations, la police est devenue active.",positive
Rajinikanth sera bientôt actif sur le site de micro-blogging social Twitter.,positive
"Notre première étape consiste à réparer le système, afin que RCA ait les meilleures installations.",positive
"Si quelqu'un aime son style, alors quelqu'un est fou de sa taille.",positive
"Rajni, qui a rendu le public fou avec son jeu dans les films, est maintenant également venu sur le site social Twitter.",positive
"Quand je suis sorti sur le podium sans mon propre pantalon, tout le monde sur le marché est devenu fou de cet acte.",positive
La belle performance de Sonakshi a rendu beaucoup de gens fous à Bollywood.,positive
Remo D'Souza arrive à nouveau pour rendre les gens fous avec son style de danse.,positive
Poonam sait très bien rendre les gens fous avec son cœur.,positive
Arshad Warsi a rendu le public fou pendant près de deux décennies avec sa merveilleuse bande dessinée.,positive
Il y avait beaucoup de participants qui ont également présenté une histoire poignante à travers la danse.,positive
Les marchés restent proches des niveaux supérieurs.,positive
Il n'y a aucune raison désagréable de quitter le film.,positive
Mais la Bihar Cricket Association est en faveur de l'équipe d'investigation spéciale.,positive
"Avec la Banque de vote traditionnelle du BJP, les jeunes sont également en faveur de donner une chance à Modi.",positive
"Il semble que le parti Bharatiya Janata soit en faveur de maintenir les taux d'intérêt doux et pour cela, cela exercera certainement une pression sur la Banque de réserve de l'Inde.",positive
"Après les élections générales, les investisseurs étrangers investissent ici dans l'espoir du gouvernement en faveur des réformes du centre.",positive
"La transparence du schéma, l'objectif clair et non biaisé devraient être soutenues sur ces critères.",positive
Est considéré comme un partisan de Srinivasan.,positive
Les candidats et leurs supporters ont été occupés à pleine force pour accélérer la campagne.,positive
"Les officiers des associations de district, partisans de la faction Modi ont atteint Gulabinagar lundi.",positive
Certains analystes créent les possibilités d'un gouvernement pro-industrie et permanent au centre pour cela.,positive
"Après le travail acharné d'Ab de Villiers, c'était fantastique de voir son équipe se diriger vers la victoire.",positive
Le caractère des deux est assez zélé.,positive
"Si je n'ai pas le temps passé, cela ne serait pas arrivé aujourd'hui.",positive
"À la suite de cette réaction, il y a une énorme quantité d'énergie.",positive
Les pas secs et incurvés les nourrissent.,positive
"Parallèlement à cela, les enseignants des collèges financés qui attendent depuis longtemps devraient également obtenir de bonnes nouvelles.",positive
Il n'y a pas une telle chanson que le public est constamment tiède.,positive
L'avantage de cela est que seuls les utilisateurs et les destinataires prévus peuvent le comprendre.,positive
"Enfin, avec l'aide de la population locale, Lord Ganesha a été fait pour couler de l'eau",positive
Il n'est pas approprié de permettre à la population de milliers de personnes de se dissoudre par le Ghaghra.,positive
Il devrait bénéficier indirectement du BJP.,positive
"Mais maintenant, je suis parfaitement en forme.",positive
"Sindhu, Jwala, la médaille de bronze d'Ashwini est confirmée.",positive
"De cette façon, Sindhu a confirmé la médaille de bronze pour elle-même.",positive
De tels moments rendent votre foi plus sûre dans la magie.,positive
"Nous devons gagner des matchs, une fois que l'équipe sera entrée dans le rythme, tout ira bien.",positive
Nous fournirons des ressources efficacement et efficacement à toutes les entreprises pour accélérer le développement.,positive
Considérant que Malinga est la plus grande victoire de l'Inde.,positive
"Adoptez un tel régime alimentaire, que vous pouvez facilement compléter.",positive
Il a l'air bien à cause de sa facilité à porter des vêtements.,positive
"Mais malgré cela, le tournoi a complètement réussi.",positive
Le professeur Mangkekar lui-même a également humblement refusé de donner tout type de commentaire.,positive
Une partie importante du culte et de la dévotion est Tilak.,positive
"Ces toilettes sont en mauvais état, mais les joueurs en ont fait un vestiaire.",positive
"Jusqu'à présent, plus de quatre mille zarines malades ont profité de l'établissement médical du lieu de repos de Kayad.",positive
Tous les matchs joués ici se sont terminés paisiblement.,positive
L'examen a été effectué pacifiquement dans les 11 centres du district.,positive
Le vote dans quatre circonscriptions de l'Assemblée du district de Mahasamund a été complètement pacifique.,positive
Le vote pour la troisième phase des élections de Lok Sabha au Madhya Pradesh a été conclu pacifiquement.,positive
Des dispositions de sécurité étroites ont été prises par le service de police pour un vote pacifique aux élections.,positive
Les examens de l'Université Chaudhary Charan Singh ont été effectués pacifiquement dans divers centres de la région.,positive
"Autrement dit, sur le festival, le Tritiya Tithi de Vaishakh Shukla Paksha, Rohini Nakshatra ainsi que le soleil, la lune et Saturne transiteront dans leur signe supérieur du zodiaque.",positive
Les membres du jury ont ordonné à Samsung de donner à Apple une grande compensation pour l'accomplissement du siècle.,positive
La puissance thermique provoque une grande exigence,positive
"La raison, dans ces colonies, les mangeoires des villages sont fournies.",positive
"La situation est que pour la fourniture de lumières LED, la réservation doit être effectuée un mois à l'avance.",positive
Le culte de la déesse de la déesse a été accompli d'une fête aux filles.,positive
Un certificat d'achèvement des travaux pour ces documents a également été délivré en continu.,positive
"La clôture a eu lieu au temple de Nagachandrereshwar, renvoyant la force ici, les passagers ont donné la perfection au voyage.",positive
"Il n'y a aucune perturbation dans les travaux qui ont commencé ce jour-là, mais il atteint la perfection et le succès.",positive
Ils sont idéaux pour tout jeune joueur de cricket indien.,positive
Tata Motors a déclaré que les nouveaux mouvements sont idéaux pour les familles grandes.,positive
Rajkummar Rao aura un idéal pour les acteurs qui viennent dans l'industrie avec son jeu.,positive
C'est un stylo très attrayant.,positive
"Parallèlement à cela, ses intérieurs ont été rendus plus attrayants.",positive
"Jwala Gatta est très attrayante, belle et glamour à voir.",positive
Il s'agit d'une occasion très attrayante d'investir dans des obligations à long terme.,positive
"Pour rendre ce look attrayant, l'entreprise pense à mettre des phares plus larges.",positive
"Dans ce nouvel avatar de TVS Star City, la société a également ajouté de nombreuses nouvelles fonctionnalités qui la rendent plus attrayante que le modèle précédent.",positive
"Si le gouvernement permanent du centre arrive au pouvoir, ils investiront à nouveau car la récompense des obligations d'État est assez attrayante pour le moment.",positive
"Sur cette photo aussi, les deux avaient l'air très charmants.",positive
Raveena Tandon n'a pas laissé le public être déçu de ses charmants actes.,positive
C'est aussi beau que beau.,positive
Les conseils de Katrina sont également pris pour rendre cette clé magnifique.,positive
"Les fleurs, donnant le message de la protection de l'environnement, donnent de beaux looks aux œuvres des feuilles.",positive
"Kangana de 27 ans -old, qui a été appréciée par son jeu dans ces deux films, a déclaré que les héroïnes devraient être belles à l'écran.",positive
Chennai et le Punjab s'attendaient à un match intéressant.,positive
Ce mariage a également été intéressant parce que le fils de Kambli est également devenu Baraati.,positive
Il sera donc vraiment intéressant pour le public de les revoir à l'écran.,positive
La septième édition de l'émission de téléréalité «Splitsvilla» va prendre une tournure intéressante.,positive
Il est prévu que cette version attrayante du cricket sous sa direction restera à l'écart des controverses inutiles.,positive
Il a fait un travail long dans le film.,positive
Il est également un joueur de bowling utile et un joueur défensif de vie.,positive
McCullum a décrit Smith comme un joueur vivant et sensé.,positive
"Alors que Tiger dansait, Kriti a également montré sa vie avec son pas de vie.",positive
La société lancera également un package de performances en option pour cette puissance et couple longs.,positive
"L'équipe vaincue Sunrisers Hyderabad, le capitaine Shikhar Dhawan, a déclaré qu'AB avait vraiment joué une brillante et brillante manches.",positive
"Deuxième balle: Sur cette balle d'Ashwin, Kulkarni a joué un coup avec un tour et a frappé une vie six vers Midwicket.",positive
Chris Linne a récemment créé une sensation avec une prise menaçant la vie sur la frontière contre Bangalore.,positive
La performance de Farhan Akhtar était meilleure et efficace.,positive
Le jeune spinner Yuzvendra Chahal a également joué impressionnant.,positive
Dans l'espoir qu'il se révèle impressionnant au lieu de sembler superbe.,positive
Chaque joueur de l'équipe s'avère être un vainqueur de match avec sa performance impressionnante.,positive
"Après la sortie du teaser du film, cette attente s'est intensifiée car le teaser du film a été assez impressionnant.",positive
L'énorme drapeau est devenu le centre de l'attraction.,positive
"Il s'agit du service social, qui est le plus grand travail religieux.",positive
"Non seulement cela, Sonakshi a également écrit un article que c'est assez agréable pour elle.",positive
KP a beaucoup d'expérience et il est agréable de jouer avec de bons joueurs.,positive
Il a dit: «C'est un sentiment agréable d'atteindre le sommet de l'ordre du mérite en Asie.,positive
KP a beaucoup d'expérience et jouer avec de bons joueurs est toujours agréable.,positive
La cerise sur l'or est que les offres et les remises ont rendu l'achat encore plus agréable.,positive
Serena n'a pas oublié de dire que la victoire était très agréable pour elle et elle a vraiment bien joué.,positive
La personne que j'aimais avec l'engagement avec ma vie est l'expérience la plus agréable de tous les temps.,positive
"Laissez-le arriver et apprécié, il était très agréable.",positive
Les consommateurs pourront élever des services 3G à travers le pays sans tracas.,positive
Le résultat a été sûr avec le tribunal dans l'État de phoques.,positive
"À l'heure actuelle, l'état du personnel de police serait hors de danger.",positive
L'équipe du Punjab est au sommet en raison d'une meilleure vitesse de course.,positive
"Dans la mesure du possible, protéger contre la lumière du soleil.",positive
La plupart des gens sont capables de traiter le même inhalateur combiné.,positive
"Au cours des quatre à six trimestres suivants, un changement de 100 points de base est possible dans les rendements obligataires.",positive
"Après avoir commencé le nouveau service de la légendaire banque des EAU Emirates NBD, ce travail sera désormais possible en seulement 60 secondes.",positive
De nombreux investisseurs de détail souhaitent récupérer autant d'argent que possible à partir du régime d'actions.,positive
"Cependant, le stock est possible avec ces niveaux.",positive
L'annulation partielle dans le cadre de cette offre sera possible grâce à des frais d'annulation normaux.,positive
Les gens proches de l'actrice disent que Vidya fera tout son possible pour sauver son mariage.,positive
Nous n'avons pas à s'acquitter de nos responsabilités en informant immédiatement l'administration et la police.,negative
Pas de contrôle et de responsabilité sur la qualité.,negative
"Pappu Nagar a trois fils, mais l'âge ne vaut pas la peine de lever le fardeau de la maison.",negative
La chaleur croissante a commencé à montrer des effets.,negative
Il est difficile de montrer des jeux agressifs dans IPL.,negative
Ce format a également eu un impact profond sur l'ensemble de jouer au cricket.,negative
Le vote propre et intrépide peut être affecté pendant l'officier.,negative
Gogoi montre l'âge et la fatigue.,negative
Le docteur Roy admet que cela affecte la santé et les poches des patients.,negative
Le film n'a pas laissé une impression particulière sur les gens.,negative
Sammy n'a pas réussi à quitter sa marque en tant que courrier tout.,negative
Aaron Finch de Sunrisers Hyderabad et David Warner ont pu laisser l'impression dans le tournoi.,negative
"Dans une telle situation, l'attraction vers l'or diminue en tant que propriété.",negative
"À l'occasion d'Akshaya Tritiya, il y a une tendance de bons achats en or, mais pendant un certain temps, l'attraction vers l'or a diminué.",negative
Il a dû retourner au pavillon après avoir marqué seulement trois balles de son dernier en raison de son étirement de la main.,negative
La pauvre fontaine du parc se gâche au lieu de s'entraîner.,negative
"Le juge du district et des sessions, Shri Singh, a déclaré que l'intoxication gâche l'attitude de l'homme.",negative
"Après cela, le rythme de course de Chennai a ralenti et a aggravé la situation en raison de la perte de guichets à intervalles réguliers.",negative
Mohit Sharma a gâché le jeu de Mumbai.,negative
"Pollard a forcé Kallis à faire une erreur sur la livraison complète, mais Malinga a gâché le jeu en dégoulinant de captures faciles.",negative
"L'intersection du cinéma lutte contre les ennuis en raison du fait d'être déjà incluse dans l'intersection la plus fréquentée, tandis que la confiture de l'intersection du conseil du soldat a aggravé la situation ici.",negative
Le bon cancer est complété par l'empiètement.,negative
Des joueurs comme Miller et Bailey accomplissent le bon cancer.,negative
Cette vidéo donne un message au monde pour être humble et donne également le message aux gens riches pour ne pas rester avec simplicité.,negative
Il a dit que cela pourrait également provoquer la faillite.,negative
"Le BCCI a obtenu une licence, mais la même année, il est devenu en faillite.",negative
"Si nous ne jouons pas avec les grandes équipes, nous deviendrons en faillite au cours des 2 prochaines années.",negative
"En raison de la préoccupation croissante de la confiance de la confiance, la préoccupation croissante a créé une atmosphère de nervosité sur le marché.",negative
Abhay est venu vendre sa maison pour rembourser le prêt et il est devenu en faillite.,negative
Certaines stars de Bollywood ont récemment demandé à voter pour le candidat laïque.,negative
"Nous devons travailler pour rendre notre gouvernement responsable, mais le caractère laïque du pays n'est pas moins important.",negative
Il a dit que nous avons bien joué mais n'avons pas pu détecter correctement la situation.,negative
"Chez les poussins, il n'y a ni expérience sur l'utilisation d'un tel site et n'a pas la bonne capacité de décision.",negative
"Après le départ de l'école, la famille se fâche du capot des enfants.",negative
"Après cette menace de suicide, la police a emmené le jeune homme en garde à vue.",negative
Nous avons donc conspiré pour tuer ces acteurs de cinéma dans des attaques de suicide.,negative
"On estime que mardi, le couple Jain a pris des mesures suicidaires.",negative
Les Mujahideen indiens ont planifié une attaque de suicide lorsqu'un grand nombre de stars de Bollywood se rassemblent.,negative
"Le type de comportement du suicide que le Pakistan montre, nous devons effectuer la même maturité que nous.",negative
Les documents de nomination ont été rejetés en raison du manque d'appartenance à une partie reconnue.,negative
Il peut y avoir plus de 100 millions de comptes Facebook en double dans le monde.,negative
Cela n'aide pas à se protéger contre les effets indésirables sur la peau.,negative
"En revanche, l'équipe de Chennai n'a pas été excellente dans le frappeur, le bowling et le terrain.",negative
Les mesures ne seront pas prises pour recevoir des plaintes contre les écoles.,negative
"La police a enregistré une affaire contre trois mécréants non identifiés sur le Tahrir de la victime, mais même après 18 heures de l'incident, aucun indice n'a pu être trouvé.",negative
"Le célèbre dicton est que le retard dans la justice, c'est comme ne pas rendre justice.",negative
Le Panchayat du district a écrit une lettre demandant de ne pas émettre d'argent à ces villages.,negative
Il y a un risque élevé de rompre lors de la chute.,negative
"L'équipe de hockey indienne, qui a fait une tournée européenne, a perdu dans son deuxième match consécutif",negative
Le champion de l'Open allemand Arvind Bhatt a été éliminé en demi-finale de l'Open de la Nouvelle-Zélande vendredi.,negative
Yuvraj n'est pas contrarié par le choc de la défaite dans la finale mondiale du T20,negative
Le film n'a qu'un bon acteur Jackson.,negative
La commission a clôturé 5 bureaux de la société informatique,negative
2 personnes sont mortes en raison de forts tremblements.,negative
L'avertissement d'un tsunami après le tremblement de terre en Indonésie a secoué de nombreuses personnes à Bollywood.,negative
"Hier soir, Om Prakash Tiwari a sauté devant le train en mouvement et s'est suicidé.",negative
Le chef du RJD a été battu à mort au Bihar,negative
"Le rédacteur en chef de Jio TV, Hamid Mir, a été abattu à Karachi",negative
La propagation de la grippe des oiseaux chez l'homme en Chine devrait être prudent,negative
Mère a tué six de ses propres enfants,negative
Les petites amies de docteur en colère ont coupé le secret du fiancé en raison de la rupture du mariage,negative
Le capitaine de l'équipe India Mahendra Singh Dhoni est déçu de ne pas avoir voté.,negative
Le désir d'Avihitacharan et du contenu est une crise.,negative
La ville gêne la ville.,negative
La pollution la plus honteuse de la société a commencé à se dissoudre dans les Fizas ici.,negative
Delhi est devenu entaché à cause de certains Havans,negative
Le terme entier d'UPA est entaché,negative
La vie a été perturbée en raison de nombreuses coupes de pouvoir dans le district.,negative
Il y a beaucoup de ressentiment parmi les gens en raison des puissantes coupes d'électricité.,negative
Il y a beaucoup de ressentiment parmi les gens en raison des coupes de pouvoir sauvages.,negative
Le Congrès a accusé Narendra Modi pour la campagne sauvage sans précédent du BJP.,negative
Des préparatifs sont en cours pour l'attaque contre les personnes vivant à Awamia.,negative
Son état est très mauvais.,negative
Vicky est soudainement devenue déprimée.,negative
Le directeur n'était pas content.,negative
"Maintenant, cette décision du gouvernement a augmenté la difficulté des exportateurs.",negative
Sa petite amie a accusé de viol et de menace.,negative
La raison en est que les villages n'ont pas de sources d'eau et que la plupart des villages qui ont des sources d'eau sont fermés.,negative
"Le début des Royals a été très mauvais et Ajinkya Rahane, qui se déroule sous la forme, a continué dans le premier sans ouvrir le compte.",negative
"Après le départ de Shikhar, d'autres batteurs de l'équipe n'ont pas réussi à maintenir le rythme.",negative
Il y a une pression pour prendre des mesures strictes contre Jignesh Shah et ses autres collègues.,negative
"De la position de bus de la ville à Parasia Marg, l'explosion des chauffeurs automobiles se poursuit.",negative
Le rapport soumis sur la base de leur action est complètement insatisfaisant.,negative
Votre plan d'action n'est pas satisfaisant.,negative
Les progrès de l'approvisionnement en blé sont tout à fait insatisfaisants.,negative
Le rapport envoyé par le juge de district de Birbhum a été décrit comme insatisfait.,negative
"Pendant des années, il suffit de couper une seule colline et d'être fabriqué sans discrimination à Chintapurni",negative
"Plus tôt mardi, le ministère de la Défense a écrit l'Éthiity pour l'action contre la chaîne.",negative
"Des sources, qui sont expulsées sur papier, ont déclaré que les responsables évitent l'action contre l'empiètement.",negative
"Dès l'arrivée de la police, il y avait une bousculade.",negative
En raison de laquelle il y avait une bousculade sur le marché à un temps.,negative
Il y avait une bousculade dans le film et les gens ont manqué.,negative
"L'affaire était entre les deux communautés, il y avait une bousculade sur le marché.",negative
"Entendant le bruit de la balle, il y avait une bousculade parmi les commerçants à proximité.",negative
"Lorsque les photos ont commencé à prendre, il y avait une bousculade parmi les jeunes qui y travaillaient.",negative
"Oui, la cabine du dernier entraîneur a conduit à un son à partir d'un court-circuit, provoquant des passagers et des bousculades.",negative
Il y avait une bousculade soudaine sur le marché autour de la municipalité de la ville.,negative
"Peu de temps après, il y avait une bousculade parmi les travailleurs pour voir les flammes survenant dans l'usine avec des flammes.",negative
Il y avait une bousculade dans le train après que la fumée ait augmenté dans le dernier entraîneur du train.,negative
Tous deux se sont mariés très secrètement.,negative
Il a secrètement recruté de nouveaux employés à sa place.,negative
Les deux stars se sont mariées secrètement en Italie.,negative
"Tard dans la nuit, il a secrètement envoyé un message à son père sur Mobile.",negative
"Peu importe à quel point la police prend vigilant, la mafia de vache effectue secrètement ce travail.",negative
"En raison des travaux de construction, les fouilles de ces pièces sont également en cours de démarrage secrètement.",negative
Cette entreprise illégale se poursuit bruyamment dans la ville.,negative
"Certains des Aravalli, certains secrètement de Jashan, effectuent des travaux miniers illégaux.",negative
La plupart des hommes d'affaires créent des centres de remplissage dans des magasins secrètes.,negative
Les commerçants vendent secrètement des craquelins.,negative
L'activité illégale de charbon fonctionne secrètement depuis cinq jours,negative
